@relation 'TimeRaptors4CSC523.py F20172018_Date_WS_Temp_Vis_Total_Num_Rnd.arff F20172018_Deltas_WS_Temp_Vis_Total_Num.arff'
% ARFF file generated @ 2020-11-08 18:16:32.160156
@attribute datetime string
@attribute WindSpdKmh numeric
@attribute Temp numeric
@attribute Visibility numeric
@attribute TOTAL numeric
@data
'2017-09-03 14:00:00',8.5,16,?,2
'2017-08-20 09:00:00',3,25,9,14
'2018-12-18 13:00:00',8.5,-2,77,4
'2017-09-07 12:00:00',8.5,17,40,3
'2018-09-13 15:00:00',8.5,22,9,84
'2018-10-15 10:00:00',8.5,13,?,0
'2018-09-14 09:00:00',15.5,20,0,0
'2017-09-11 10:00:00',3,17,40,175
'2018-11-20 10:00:00',8.5,5,10,4
'2018-09-16 15:00:00',3,25,33,27
'2018-09-20 09:00:00',3,18,25,6
'2017-09-10 16:00:00',3,17,77,18
'2017-11-10 15:00:00',24,-2,77,32
'2018-08-27 12:00:00',3,31,3,0
'2018-09-26 12:00:00',?,0,?,7
'2017-11-06 09:00:00',3,14,1,0
'2017-11-15 08:00:00',3,3,5,0
'2018-09-15 10:00:00',3,22,20,43
'2017-11-03 08:00:00',8.5,15,7,0
'2017-08-27 09:00:00',15.5,18,60,5
'2018-12-09 09:00:00',3,-5,33,0
'2017-10-04 11:00:00',3,20,9,7
'2017-10-08 11:00:00',8.5,22,33,2
'2017-09-03 13:00:00',3,17,33,10
'2017-12-06 09:30:00',15.5,1,70,0
'2017-10-08 09:00:00',3,22,5,0
'2018-10-22 11:00:00',3,5,50,27
'2017-08-21 14:00:00',3,26,5,2
'2018-10-03 09:00:00',8.5,17,33,40
'2018-11-28 12:00:00',24,1,50,2
'2017-09-09 10:00:00',15.5,15,0,32
'2017-11-08 12:00:00',0,8,13,3
'2017-09-20 07:00:00',8.5,21,15,4
'2018-12-03 15:00:00',15.5,5,77,0
'2017-09-26 16:00:00',3,22,?,1
'2017-10-02 13:00:00',0,18,40,1
'2018-09-28 10:00:00',3,15,77,65
'2018-10-04 12:00:00',3,18,8,22
'2018-08-18 08:00:00',8.5,22,10,0
'2018-08-28 14:00:00',8.5,30,15,2
'2017-09-21 13:00:00',8.5,20,25,2
'2017-09-19 09:00:00',3,20,13,584
'2017-11-11 08:00:00',3,-8,77,1
'2018-10-30 15:00:00',3,7,77,25
'2018-11-12 14:00:00',3,5,50,11
'2018-09-24 11:00:00',15.5,20,77,29
'2018-10-26 13:00:00',3,7,50,18
'2018-09-05 09:00:00',3,28,30,36
'2018-12-01 10:00:00',3,1,10,0
'2017-12-02 12:00:00',8.5,4,33,2
'2017-09-28 07:00:00',15.5,16,30,15
'2018-08-16 12:00:00',3,30,5,17
'2018-12-07 11:00:00',15.5,0,77,5
'2017-10-05 10:00:00',3,23,20,5
'2018-09-28 11:00:00',3,17,77,94
'2017-11-09 12:00:00',3,5,13,0
'2017-11-07 10:00:00',3,3,77,18
'2018-09-02 15:00:00',3,25,13,14
'2018-08-26 07:00:00',3,22,33,0
'2018-11-15 09:00:00',8.5,-4,33,1
'2018-09-19 12:00:00',8.5,23,13,34
'2017-08-21 12:00:00',3,25,5,9
'2018-12-10 11:00:00',8.5,-3,33,0
'2018-10-18 07:00:00',15.5,6,25,111
'2018-11-03 08:00:00',15.5,7,15,11
'2018-12-13 15:00:00',8.5,1,2,0
'2017-12-10 08:00:00',15.5,-3,25,0
'2018-09-13 14:00:00',8.5,22,5,8
'2017-08-23 10:00:00',3,24,30,9
'2018-08-31 13:00:00',15.5,19,?,0
'2017-08-24 08:00:00',3,17,35,0
'2018-12-07 09:00:00',8.5,-3,77,1
'2018-09-30 15:00:00',3,17,50,4
'2017-11-30 10:00:00',8.5,3,40,0
'2017-08-23 07:00:00',8.5,21,12,0
'2017-09-05 06:00:00',8.5,19,13,1
'2018-08-11 12:00:00',?,0,?,0
'2017-12-13 16:00:00',24,-7,77,1
'2018-10-24 12:00:00',15.5,7,33,37
'2018-08-25 15:00:00',3,25,25,0
'2017-10-24 15:00:00',3,20,48,0
'2017-12-10 09:00:00',8.5,-2,25,0
'2017-08-20 11:00:00',3,33,33,7
'2017-08-28 10:00:00',8.5,19,15,1
'2017-11-21 14:00:00',3,10,50,8
'2017-08-18 06:00:00',8.5,22,?,0
'2018-10-29 14:00:00',15.5,8,35,23
'2018-10-16 08:00:00',8.5,5,50,72
'2018-10-26 15:00:00',3,6,50,9
'2017-11-13 09:00:00',3,2,5,0
'2018-10-01 07:00:00',3,15,1,1
'2017-10-25 07:00:00',3,15,20,6
'2018-09-14 14:00:00',15.5,21,0,0
'2018-09-24 15:00:00',8.5,22,50,1
'2017-10-13 06:00:00',15.5,8,9,0
'2018-09-05 07:00:00',3,25,30,3
'2018-11-18 08:00:00',3,0,33,1
'2018-09-05 12:00:00',3,31,30,10
'2017-09-18 06:30:00',3,12,?,0
'2017-08-23 16:00:00',3,23,30,0
'2018-11-24 10:00:00',15.5,1,1,0
'2017-08-27 15:00:00',3,23,65,0
'2017-10-01 07:00:00',8.5,7,77,0
'2018-10-01 14:00:00',3,23,32,23
'2018-09-26 13:00:00',8.5,25,15,9
'2017-10-26 06:00:00',?,0,?,0
'2017-11-18 10:00:00',24,3,32,0
'2017-09-22 12:00:00',8.5,23,33,16
'2018-10-31 07:00:00',8.5,4,9,1
'2018-11-30 07:45:00',0,0,50,0
'2018-11-25 11:00:00',8.5,6,12,1
'2018-10-05 10:00:00',3,15,77,7
'2018-11-29 11:00:00',15.5,-1,33,13
'2017-11-16 12:00:00',3,7,10,0
'2018-11-28 14:00:00',33.5,1,30,5
'2017-10-08 10:00:00',3,22,10,0
'2017-09-16 16:00:00',0,0,0,2
'2018-10-03 10:00:00',8.5,18,33,56
'2018-09-06 06:00:00',3,25,3,1
'2018-10-15 11:00:00',8.5,14,?,0
'2018-10-07 12:00:00',3,26,10,57
'2017-09-19 16:00:00',3,25,30,6
'2017-11-17 06:45:00',15.5,0,33,0
'2017-11-07 08:00:00',8.5,2,77,2
'2018-11-11 12:00:00',8.5,2,33,12
'2018-10-25 12:00:00',3,7,25,41
'2017-11-15 09:00:00',3,4,5,0
'2018-08-22 13:00:00',24,24,35,6
'2018-11-01 08:00:00',3,14,6,0
'2018-09-02 10:00:00',3,20,?,0
'2017-11-19 15:00:00',15.5,6,77,11
'2018-11-29 10:00:00',15.5,-1,13,7
'2018-08-28 10:00:00',3,26,8,0
'2017-09-04 10:00:00',3,20,10,24
'2017-09-24 08:00:00',8.5,21,33,4
'2018-10-29 07:00:00',15.5,6,9,0
'2018-11-08 08:00:00',3,4,50,3
'2017-09-29 11:00:00',8.5,16,33,4
'2018-12-09 12:00:00',3,-1,9,0
'2018-09-24 10:00:00',15.5,16,30,110
'2017-10-17 13:00:00',3,12,70,52
'2017-10-07 09:00:00',3,21,60,22
'2018-09-07 10:00:00',3,23,6,0
'2018-10-05 06:00:00',8.5,11,50,2
'2017-09-07 16:00:00',15.5,14,60,1
'2017-09-19 12:00:00',3,31,25,16
'2018-12-06 12:00:00',8.5,0,20,0
'2018-10-29 09:00:00',15.5,6,20,6
'2017-08-19 10:00:00',8.5,25,65,2
'2017-08-19 11:00:00',3,26,65,0
'2018-11-23 15:00:00',8.5,-5,35,1
'2017-10-20 13:00:00',3,16,33,21
'2018-09-15 11:00:00',3,23,20,2
'2018-10-18 13:00:00',15.5,6,25,75
'2017-09-24 05:00:00',8.5,19,33,0
'2017-09-11 15:00:00',3,21,40,46
'2017-11-28 13:00:00',8.5,5,25,5
'2018-08-21 13:00:00',15.5,22,10,0
'2017-10-23 08:00:00',3,16,?,0
'2018-09-22 06:00:00',8.5,16,9,2
'2017-09-22 11:00:00',8.5,23,33,12
'2017-11-11 11:00:00',3,-4,77,11
'2018-09-22 14:00:00',3,15,12,55
'2017-11-09 10:00:00',3,3,13,5
'2017-11-30 09:00:00',8.5,2,50,0
'2018-10-25 15:00:00',8.5,6,25,6
'2017-10-04 06:00:00',8.5,11,2,0
'2017-10-20 06:00:00',8.5,12,33,0
'2017-09-24 15:00:00',3,29,33,4
'2018-12-11 14:00:00',0,-3,10,0
'2018-09-23 13:00:00',3,22,51,48
'2017-12-02 08:00:00',8.5,1,33,0
'2018-11-22 14:00:00',15.5,-6,33,10
'2017-10-01 16:00:00',0,13,77,1
'2018-10-17 13:00:00',24,12,50,49
'2018-09-02 14:00:00',3,25,9,7
'2018-08-30 11:00:00',8.5,27,33,7
'2017-10-20 16:00:00',8.5,14,33,11
'2017-09-10 08:00:00',8.5,11,77,103
'2017-09-07 11:00:00',3,18,30,4
'2017-10-26 13:00:00',8.5,11,18,60
'2017-10-12 07:00:00',24,12,?,0
'2017-10-16 15:00:00',15.5,10,51,20
'2018-09-16 10:00:00',8.5,28,33,1660
'2017-12-14 08:00:00',3,-6,10,1
'2018-08-27 09:00:00',0,25,1,0
'2018-09-21 11:00:00',8.5,20,12,14
'2017-08-28 14:00:00',3,21,25,2
'2018-11-08 10:00:00',3,6,30,15
'2017-10-19 12:00:00',3,18,40,18
'2018-10-20 06:30:00',8.5,9,?,0
'2018-10-28 11:00:00',8.5,7,77,11
'2017-09-07 09:00:00',8.5,17,33,2
'2018-10-24 15:00:00',15.5,7,33,33
'2017-08-26 06:00:00',8.5,14,70,1
'2018-11-02 12:00:00',8.5,17,50,0
'2018-10-10 09:00:00',3,21,2,29
'2018-09-15 08:00:00',3,18,?,0
'2017-09-17 07:00:00',3,19,?,0
'2018-10-04 11:00:00',8.5,18,1,7
'2018-11-25 09:00:00',8.5,5,9,0
'2017-11-29 11:00:00',8.5,10,33,2
'2017-09-16 07:00:00',3,23,3,8
'2017-09-21 14:00:00',0,19,30,3
'2017-09-19 13:00:00',8.5,32,25,700
'2018-10-14 07:00:00',8.5,5,33,9
'2018-10-18 15:00:00',3,5,25,39
'2017-09-09 16:00:00',?,0,?,0
'2017-09-28 10:00:00',15.5,18,30,12
'2017-10-26 07:00:00',?,0,?,10
'2017-09-24 10:00:00',3,24,33,18
'2017-09-18 17:00:00',3,20,2,0
'2018-08-31 09:00:00',15.5,19,6,0
'2017-08-16 09:00:00',0,26,2,0
'2018-11-13 10:00:00',8.5,4,?,0
'2017-11-22 16:00:00',8.5,5,20,3
'2017-08-21 15:00:00',3,26,5,1
'2018-11-28 09:00:00',24,-1,2,0
'2018-10-04 10:00:00',3,16,?,0
'2018-11-11 08:00:00',8.5,-2,33,0
'2018-09-26 07:00:00',3,20,?,1
'2018-10-14 15:00:00',8.5,10,33,0
'2017-11-18 09:00:00',15.5,3,32,1
'2018-08-29 11:00:00',3,32,7,5
'2018-10-16 12:00:00',3,10,50,52
'2017-10-15 16:00:00',3,18,12,11
'2018-09-27 12:00:00',3,18,20,69
'2017-08-20 12:00:00',3,31,33,16
'2018-08-15 11:00:00',8.5,25,?,6
'2018-08-22 11:00:00',24,24,30,3
'2018-09-15 06:00:00',8.5,18,10,0
'2018-11-18 09:00:00',3,0,33,0
'2017-11-26 06:45:00',15.5,3,77,0
'2017-10-12 14:00:00',8.5,11.8,20,7
'2018-10-03 07:00:00',8.5,15,9,4
'2018-11-20 15:00:00',8.5,3,40,3
'2018-10-01 11:00:00',3,23,8,3
'2017-10-18 11:00:00',?,0,?,8
'2017-08-16 11:00:00',0,30,8,4
'2018-12-12 10:00:00',8.5,-2,9,0
'2018-09-17 07:00:00',8.5,17.1,?,0
'2018-10-10 14:00:00',3,25,10,61
'2017-11-19 16:00:00',24,6,77,0
'2018-10-05 09:00:00',8.5,13,55,15
'2017-11-27 08:00:00',0,0,0,0
'2018-10-26 10:00:00',3,5,40,23
'2017-10-31 10:00:00',3,7,30,18
'2018-09-16 14:00:00',8.5,26,33,25
'2018-09-04 07:00:00',3,23,40,0
'2017-10-31 15:00:00',3,7,77,3
'2018-11-10 14:00:00',24,0,60,9
'2018-11-27 13:00:00',24,1,77,3
'2018-12-15 12:00:00',8.5,8,?,0
'2018-11-21 13:00:00',15.5,1,9,5
'2018-08-23 10:00:00',15.5,18,33,9
'2018-11-11 13:00:00',8.5,2,33,9
'2018-08-18 10:00:00',15.5,23,12,1
'2018-11-13 12:00:00',15.5,4,20,3
'2018-08-27 15:00:00',3,32,6,0
'2018-10-11 10:00:00',3,22,0,1
'2017-08-20 16:00:00',0,28,33,1
'2017-12-11 12:00:00',3,1,33,0
'2017-12-11 13:00:00',3,1,33,2
'2018-11-10 15:00:00',24,-1,60,11
'2018-10-18 14:00:00',8.5,5,25,84
'2017-10-21 14:00:00',3,22.3,33,29
'2018-08-31 11:00:00',15.5,19,3,0
'2017-11-06 08:00:00',3,14,1,1
'2018-09-01 09:00:00',8.5,18,?,0
'2017-10-23 07:00:00',3,16,?,0
'2018-11-19 11:00:00',0,4,2,0
'2017-10-26 15:00:00',8.5,8,18,17
'2018-10-21 15:00:00',15.5,5,77,60
'2017-11-11 12:00:00',3,-3,77,0
'2017-10-09 12:00:00',3,22,?,0
'2017-11-08 08:00:00',3,2,4,0
'2018-09-07 05:00:00',8.5,20,9,0
'2018-08-29 15:00:00',3,30,9,3
'2017-10-02 09:00:00',3,14,33,0
'2018-11-01 09:00:00',0,16,5,2
'2018-11-14 13:00:00',15.5,1,50,13
'2018-12-06 09:00:00',8.5,-3,9,0
'2018-08-15 14:00:00',8.5,30,13,2
'2017-08-31 08:00:00',8.5,19,15,0
'2017-11-29 08:00:00',0,0,0,0
'2018-09-20 06:00:00',3,17,30,1
'2017-09-14 13:00:00',3,19,12,1
'2018-10-31 10:00:00',8.5,9,9,33
'2017-09-16 06:00:00',3,21,3,3
'2017-11-08 15:00:00',0,5,13,4
'2017-08-19 06:30:00',?,20,60,0
'2017-08-19 09:00:00',8.5,23,55,16
'2017-09-11 16:00:00',0,20,50,15
'2018-09-07 12:00:00',3,24,9,5
'2017-11-25 08:00:00',0,0,20,0
'2018-11-27 12:00:00',24,1,65,3
'2017-10-10 14:00:00',3,19,45,31
'2018-10-29 13:00:00',8.5,9,30,21
'2018-08-31 10:00:00',15.5,19,3,0
'2018-11-12 10:00:00',3,5,20,4
'2017-11-12 11:00:00',3,2,33,7
'2017-12-06 10:00:00',8.5,1,70,1
'2017-11-02 10:00:00',3,15,7,12
'2017-11-01 10:00:00',8.5,3,1,0
'2018-08-20 08:00:00',3,18,?,1
'2018-10-21 14:00:00',15.5,6,77,36
'2017-10-27 08:00:00',3,8,33,2
'2017-10-04 08:00:00',3,12,?,0
'2017-12-10 14:00:00',3,0,25,2
'2017-11-12 12:00:00',8.5,2,33,5
'2017-09-12 12:00:00',0,0,0,33
'2018-10-08 11:00:00',15.5,18,0,1
'2018-09-19 10:00:00',8.5,22,9,104
'2017-08-20 13:00:00',3,37,33,11
'2018-12-06 15:00:00',3,0,30,0
'2017-12-11 10:00:00',3,0,20,0
'2017-10-06 08:00:00',3,18,7,1
'2018-09-04 09:00:00',3,24,40,2
'2017-10-10 07:00:00',3,17,25,2
'2018-10-01 09:00:00',3,17,?,0
'2018-09-21 07:00:00',15.5,17,?,0
'2018-09-02 12:00:00',0,22,1,0
'2017-11-27 16:00:00',3,5,40,1
'2017-12-08 14:00:00',3,0,6,0
'2017-12-13 11:00:00',33.5,-7,77,2
'2017-09-07 10:00:00',3,18,33,8
'2017-11-20 15:00:00',3,4,40,1
'2017-11-11 14:00:00',3,0,77,13
'2018-09-16 13:00:00',8.5,29,33,54
'2018-09-06 12:00:00',15.5,32,12,6
'2018-11-15 07:15:00',8.5,-4,33,1
'2018-10-25 06:00:00',8.5,4,20,0
'2018-11-22 09:00:00',15.5,-7,33,1
'2017-11-08 13:00:00',3,10,13,39
'2017-11-26 10:00:00',8.5,5,77,4
'2017-11-17 14:00:00',15.5,3,77,14
'2018-11-17 08:00:00',8.5,1,4,0
'2018-08-22 12:00:00',24,24,35,7
'2017-09-17 08:00:00',3,20,?,0
'2017-10-01 15:00:00',0,13,77,8
'2018-11-23 11:00:00',3,-5,35,5
'2018-10-02 12:00:00',3,20,1,11
'2018-10-28 13:00:00',3,7,77,4
'2018-12-05 13:00:00',0,-1,20,0
'2017-11-22 11:00:00',8.5,8,10,12
'2018-09-27 10:00:00',3,15,20,129
'2018-09-20 11:00:00',3,20,15,8
'2017-12-04 10:00:00',3,4,3,0
'2017-12-20 09:30:00',?,?,?,17
'2018-10-17 09:00:00',15.5,12,50,56
'2018-08-19 11:00:00',8.5,21,77,1
'2017-11-08 14:00:00',0,10,13,11
'2018-10-23 11:00:00',8.5,0,40,41
'2017-08-28 15:00:00',3,21,25,1
'2018-10-22 12:00:00',3,7,77,36
'2018-09-28 07:00:00',8.5,13,1,0
'2017-10-17 07:00:00',3,4,70,2
'2018-11-13 09:00:00',8.5,4,?,0
'2017-10-21 07:00:00',3,15,33,0
'2017-10-14 14:00:00',0,0,15,6
'2018-11-22 16:00:00',15.5,-8,33,4
'2017-09-27 13:00:00',3,28,77,10
'2017-08-16 14:00:00',3,36,20,7
'2017-11-24 12:00:00',3,4.3,70,6
'2018-09-12 11:00:00',3,20,?,0
'2018-10-14 12:00:00',8.5,11,33,28
'2018-08-21 10:00:00',3,20,?,0
'2017-10-12 12:00:00',75,11,13,24
'2018-10-24 09:00:00',15.5,5,33,62
'2017-09-01 16:00:00',8.5,17,33,5
'2017-11-06 13:00:00',3,17,2,0
'2018-10-09 15:00:00',0,23,17,11
'2017-12-05 13:00:00',3,10,2,0
'2017-10-10 08:00:00',3,18,35,4
'2017-09-01 11:00:00',15.5,15,33,6
'2018-08-29 12:00:00',0,32,6,4
'2018-11-08 13:00:00',3,8,30,10
'2018-09-18 12:00:00',8.5,22,40,80
'2018-10-20 14:00:00',8.5,11,20,32
'2018-12-02 12:45:00',3,0,?,0
'2018-09-19 06:00:00',8.5,18,1,5
'2018-08-30 08:00:00',8.5,23,33,8
'2017-10-27 13:00:00',3,13,33,22
'2018-08-16 07:00:00',3,25,3,0
'2018-09-28 14:00:00',3,20,77,18
'2018-10-26 08:00:00',0,3,40,0
'2017-09-23 10:00:00',8.5,0,33,0
'2017-09-09 11:00:00',8.5,23,51,10
'2018-12-12 12:00:00',3,0,9,0
'2018-12-18 11:00:00',3,-2,77,0
'2018-11-14 08:00:00',8.5,-1,50,5
'2017-10-22 14:00:00',3,20,77,8
'2018-08-23 11:00:00',15.5,19,33,15
'2017-10-18 14:00:00',3,17,20,15
'2017-12-13 09:00:00',33.5,-8,51,2
'2017-12-06 14:00:00',8.5,2,50,1
'2018-09-14 15:00:00',8.5,21,1,0
'2017-09-13 13:00:00',3,18,?,0
'2017-10-04 15:00:00',3,20,9,0
'2018-10-24 16:00:00',15.5,6,33,16
'2018-10-22 09:00:00',3,4,77,15
'2018-09-17 06:30:00',8.5,17.3,?,0
'2017-10-30 13:00:00',3,8,77,2
'2017-10-21 10:00:00',3,21,33,11
'2018-10-02 11:00:00',3,21,1,4
'2017-11-22 15:00:00',15.5,5,20,14
'2018-12-07 14:00:00',8.5,-1,77,1
'2018-11-11 11:00:00',3,2,33,7
'2018-09-08 09:00:00',15.5,17,32,1
'2018-12-01 11:00:00',3,1,10,0
'2017-08-13 10:00:00',?,?,?,3
'2018-12-10 12:00:00',8.5,-2,33,5
'2018-12-03 08:00:00',15.5,5,77,0
'2017-11-04 09:00:00',3,7,42,7
'2017-11-01 08:00:00',8.5,3,7,0
'2017-09-21 05:00:00',3,17,25,0
'2017-12-07 09:00:00',3,-1,20,1
'2018-10-30 06:00:00',8.5,2,10,0
'2018-11-18 13:00:00',3,1,33,2
'2018-11-17 14:00:00',8.5,3,9,8
'2017-10-23 09:00:00',3,16,?,0
'2017-10-22 12:00:00',3,21,77,25
'2018-12-10 13:00:00',8.5,-2,40,1
'2018-10-17 08:00:00',15.5,5,70,16
'2018-10-14 06:00:00',8.5,5,33,3
'2018-08-31 07:00:00',15.5,20,12,0
'2018-10-09 10:00:00',0,24,3,22
'2018-10-11 09:00:00',3,22,?,0
'2018-10-20 09:00:00',8.5,11,15,14
'2018-08-31 08:00:00',24,20,12,2
'2018-09-12 08:00:00',3,19,?,0
'2017-11-22 13:00:00',8.5,6,20,6
'2018-10-29 12:00:00',15.5,9,50,23
'2017-09-10 10:00:00',8.5,15,77,49
'2018-11-14 12:00:00',15.5,1,77,7
'2017-11-27 14:00:00',3,5,40,0
'2018-11-12 12:00:00',3,5,30,26
'2017-12-12 10:00:00',3,2,5,0
'2017-09-07 07:00:00',15.5,13,2,0
'2018-11-14 07:00:00',8.5,-1,50,1
'2017-09-07 05:00:00',3,12,?,0
'2018-09-30 13:00:00',3,19,50,15
'2017-12-06 12:00:00',8.5,2,50,3
'2018-09-04 13:00:00',3,30,45,1
'2017-09-29 06:00:00',8.5,10,33,0
'2018-12-08 12:00:00',8.5,-3,33,4
'2017-09-14 07:00:00',3,18,3,0
'2017-11-10 16:00:00',24,3,77,14
'2017-12-11 15:00:00',3,0,40,0
'2017-12-01 11:00:00',8.5,5,33,0
'2017-09-11 11:00:00',0,19,40,18
'2017-10-13 14:00:00',3,14,9,0
'2017-10-13 07:00:00',15.5,8,9,3
'2018-09-27 11:00:00',3,17,20,30
'2018-09-29 08:00:00',0,15,15,2
'2018-09-26 09:00:00',8.5,21,5,0
'2017-10-22 15:00:00',3,20,77,39
'2017-10-07 14:00:00',15.5,23,77,27
'2017-09-11 06:00:00',3,10,33,1
'2017-12-08 10:00:00',0,0,5,0
'2017-10-25 11:00:00',0,15,20,20
'2018-10-16 10:00:00',8.5,8,50,63
'2018-10-08 09:00:00',15.5,18,?,0
'2018-10-11 08:00:00',3,20,0,2
'2018-10-16 15:00:00',3,9,50,8
'2018-10-07 15:00:00',3,24,33,10
'2018-12-03 07:30:00',15.5,5,77,0
'2017-09-18 08:00:00',3,18,?,0
'2018-09-20 13:00:00',24,17,5,2
'2017-10-22 10:00:00',3,19,77,26
'2018-10-14 11:00:00',3,13,33,58
'2018-09-21 15:00:00',8.5,19,4,5
'2017-11-25 12:00:00',0,6,35,4
'2017-12-15 12:00:00',3,-6,32,0
'2018-11-10 13:00:00',24,0,60,8
'2018-12-18 10:00:00',8.5,-3,77,0
'2018-11-29 09:00:00',15.5,-2,33,5
'2018-10-08 12:00:00',15.5,18,?,0
'2017-10-01 10:00:00',8.5,14,77,6
'2017-10-02 14:00:00',0,17,40,1
'2018-10-13 09:00:00',3,7,?,18
'2018-08-23 05:00:00',15.5,14,9,3
'2017-10-28 09:00:00',8.5,11.9,4.5,8
'2017-11-15 07:00:00',3,3,5,0
'2018-12-05 08:00:00',3,-4,20,1
'2017-09-13 10:00:00',3,18,5,1
'2018-11-14 10:00:00',15.5,2,50,17
'2018-11-20 14:00:00',8.5,3,40,9
'2017-09-13 07:00:00',3,18,10,0
'2018-11-04 08:00:00',3,4,77,0
'2018-09-07 15:00:00',8.5,25,13,0
'2017-12-04 15:00:00',3,7,4,0
'2017-11-07 13:00:00',0,3,77,12
'2017-10-28 14:00:00',8.5,16.2,42,14
'2017-08-16 10:00:00',3,28,4,0
'2017-11-15 12:00:00',3,7,4,1
'2017-10-18 12:00:00',0,16,20,8
'2018-09-22 07:00:00',8.5,16,9,36
